NATUR'L OLEO             ;930 ML/L ÓLEO VEGETA;10534;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;18,72
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;12;VAREJO                                                      ;10,96
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;12;VAREJO                                                      ;11,36
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;12;ATACADO                                                     ;10,31
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;12;VAREJO                                                      ;10,43
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;12;ATACADO                                                     ;9,58
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;12;ATACADO                                                     ;8,93
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;12;VAREJO                                                      ;8,91
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;12;ATACADO                                                     ;8,89
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;12;VAREJO                                                      ;9,43
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;12;ATACADO                                                     ;9,55
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;12;VAREJO                                                      ;10,42
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;12;VAREJO                                                      ;9,86
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;12;ATACADO                                                     ;8,92
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;12;VAREJO                                                      ;9,9
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;12;ATACADO                                                     ;8,06
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;12;ATACADO                                                     ;9,48
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;12;VAREJO                                                      ;9,72
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;12;VAREJO                                                      ;9,73
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;12;ATACADO                                                     ;9,07
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;12;VAREJO                                                      ;9,96
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;12;ATACADO                                                     ;9,36
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;12;VAREJO                                                      ;9,74
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;12;ATACADO                                                     ;8,97
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;12;ATACADO                                                     ;8,66
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;12;VAREJO                                                      ;10,53
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2026;1;VAREJO                                                      ;10,12
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2026;1;ATACADO                                                     ;9,12
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2026;1;VAREJO                                                      ;9,84
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2026;1;VAREJO                                                      ;9,69
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2026;1;VAREJO                                                      ;10,14
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2026;1;VAREJO                                                      ;9,8
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2026;1;VAREJO                                                      ;10,3
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2026;1;VAREJO                                                      ;8,26
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2026;1;VAREJO                                                      ;9,27
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2026;1;VAREJO                                                      ;8,5
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2026;1;VAREJO                                                      ;9,59
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2026;1;VAREJO                                                      ;8,71
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2026;1;VAREJO                                                      ;8,21
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2026;1;VAREJO                                                      ;8,84
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2026;1;VAREJO                                                      ;10,67
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2026;1;VAREJO                                                      ;10,54
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2026;1;VAREJO                                                      ;10,84
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2026;1;VAREJO                                                      ;10,09
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2026;1;VAREJO                                                      ;8,54
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2026;1;VAREJO                                                      ;8,73
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2026;1;VAREJO                                                      ;10,28
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2026;1;VAREJO                                                      ;9,27
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2026;1;VAREJO                                                      ;9,78
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2026;1;VAREJO                                                      ;9,3
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2026;1;VAREJO                                                      ;9,5
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2026;1;VAREJO                                                      ;9,61
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2026;1;VAREJO                                                      ;9,44
