SEMENTE DE TRITICALE     ;NÃO INFORMADO       ;5322;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,47
SUINO                    ;SISTEMA INTEGRADO VI;11544;SC        ;SUL            ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,02
SUINO                    ;SISTEMA INDEPENDENTE;11545;SC        ;SUL            ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,79
SUINO                    ;VIVO                ;4206;SP        ;SUDESTE        ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,29
SUINO                    ;VIVO                ;4206;GO        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,9
SUINO                    ;VIVO                ;4206;MG        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,8
SUINO                    ;VIVO                ;4206;MT        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,61
SUINO                    ;VIVO                ;4206;PR        ;SUL            ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,34
SUINO                    ;SISTEMA INDEPENDENTE;11545;SC        ;SUL            ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,88
SUINO                    ;SISTEMA INTEGRADO VI;11544;SC        ;SUL            ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,1
SUINO                    ;VIVO                ;4206;SP        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,0
SUINO                    ;VIVO                ;4206;GO        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,8
SUINO                    ;VIVO                ;4206;MG        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,8
SUINO                    ;VIVO                ;4206;MT        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,51
SUINO                    ;VIVO                ;4206;PR        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,33
SUINO                    ;SISTEMA INDEPENDENTE;11545;SC        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,88
SUINO                    ;SISTEMA INTEGRADO VI;11544;SC        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,08
SUINO                    ;VIVO                ;4206;SP        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,05
SUINO                    ;VIVO                ;4206;GO        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,1
SUINO                    ;VIVO                ;4206;MG        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,78
SUINO                    ;VIVO                ;4206;MT        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,99
SUINO                    ;VIVO                ;4206;PR        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,36
SUINO                    ;SISTEMA INDEPENDENTE;11545;SC        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,21
SUINO                    ;SISTEMA INTEGRADO VI;11544;SC        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,75
SUINO                    ;VIVO                ;4206;SP        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,05
SUINO                    ;VIVO                ;4206;GO        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,8
SUINO                    ;VIVO                ;4206;MG        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,69
SUINO                    ;VIVO                ;4206;MT        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,59
SUINO                    ;VIVO                ;4206;PR        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,08
SUINO                    ;SISTEMA INDEPENDENTE;11545;SC        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,41
SUINO                    ;SISTEMA INTEGRADO VI;11544;SC        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,64
SUINO                    ;VIVO                ;4206;SP        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,48
SULCADOR                 ;01 LINHA            ;4962;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;21750,0
SULCADOR                 ;7 LINHAS ROTOCASTER ;12676;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;14000,0
SULCADOR                 ;02 LINHAS           ;12753;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;58000,0
SULCADOR                 ;BALDAN              ;11356;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;5500,0
SULCADOR                 ;SANTA IZABEL IMPLEME;8374;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;5000,0
SULCADOR                 ;01 LINHA            ;4962;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3500,0
SULCADOR                 ;3 LINHAS DBM        ;14425;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;37128,67
SULCADOR                 ;01 LINHA DBM        ;14393;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;5713,25
SULCADOR                 ;01 LINHA            ;4962;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;21750,0
SULCADOR                 ;01 LINHA            ;4962;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;12517,0
SULCADOR                 ;01 LINHA            ;4962;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;9500,0
SULCADOR                 ;01 LINHA            ;4962;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;5750,0
SULCAMENTO               ;+ DISTRIBUIÇÃO DE AD;14626;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
SULCAMENTO               ;+ DISTRIBUIÇÃO DE AD;14626;AL        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
SULFAMMO                 ;NÃO INFORMADO       ;14340;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;4,37
SULFAMMO                 ;NÃO INFORMADO       ;14340;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4,63
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,3
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;1,94
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;1,9
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;2,8
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;BA        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,6
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;1,85
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;1,9
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;1,9
SULFATO DE AMONIO        ;29 %                ;12585;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,25
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;1,97
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,12
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,1
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;1,99
SULFATO DE AMONIO        ;29 %                ;12585;RO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,25
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;1,95
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;2,2
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,58
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;1,95
SULFATO DE AMONIO        ;NÃO INFORMADO       ;4566;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,2
SULFATO DE COBRE         ;NÃO INFORMADO       ;4568;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;20,29
SULFATO DE COBRE         ;MICROSAL            ;14354;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;21,57
SULFATO DE COBRE         ;NÃO INFORMADO       ;4568;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;16,48
SULFATO DE MAGNESIO      ;FOLIAR              ;11415;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;1,86
SULFATO DE MAGNESIO      ;MICROSAL            ;14350;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;2,85
SULFATO DE MAGNESIO      ;NÃO INFORMADO       ;4569;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,41
SULFATO DE MAGNESIO      ;FOLIAR              ;11415;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,6
SULFATO DE MAGNESIO      ;NÃO INFORMADO       ;4569;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,12
SULFATO DE MAGNESIO      ;NÃO INFORMADO       ;4569;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;1,9
SULFATO DE MAGNESIO      ;NÃO INFORMADO       ;4569;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,1
SULFATO DE MAGNESIO      ;NÃO INFORMADO       ;4569;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,2
SULFATO DE MAGNESIO      ;NÃO INFORMADO       ;4569;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,88
SULFATO DE MAGNESIO      ;FOLIAR              ;11415;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;1,91
SULFATO DE MAGNESIO      ;NÃO INFORMADO       ;4569;RO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;3,88
SULFATO DE MANGANES      ;NÃO INFORMADO       ;4570;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;25,0
SULFATO DE MANGANES      ;MONOHIDRATADO 31%   ;12507;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;4,54
SULFATO DE MANGANES      ;FOLIAR              ;11416;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;10,0
SULFATO DE MANGANES      ;NÃO INFORMADO       ;4570;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;25,0
SULFATO DE MANGANES      ;MONOHIDRATADO 31%   ;12507;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,66
SULFATO DE MANGANES      ;MONOHIDRATADO 31%   ;12507;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,89
SULFATO DE POTASSIO      ;NÃO INFORMADO       ;4571;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;4,25
SULFATO DE POTASSIO      ;NÃO INFORMADO       ;4571;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;10,5
SULFATO DE POTASSIO      ;NÃO INFORMADO       ;4571;AL        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;10,5
SULFATO DE POTASSIO      ;NÃO INFORMADO       ;4571;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,36
SULFATO DE ZINCO         ;MONOHIDRATADO 35%   ;12506;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,97
SULFATO DE ZINCO         ;NÃO INFORMADO       ;4572;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;8,43
SULFATO DE ZINCO         ;NÃO INFORMADO       ;4572;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;8,81
SULFATO DE ZINCO         ;NÃO INFORMADO       ;4572;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;14,24
SULFATO DE ZINCO         ;20%                 ;15437;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;8,8
SULFATO DE ZINCO         ;MONOHIDRATADO 35%   ;12506;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,07
SULFATO DE ZINCO         ;20%                 ;15437;RO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;8,8
SULFATO DE ZINCO         ;MONOHIDRATADO 35%   ;12506;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,27
SULFURGRAN               ;PASTILHA ENXOFRE PRO;12059;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;16,5
SULFURGRAN               ;PASTILHA ENXOFRE PRO;12059;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;14,3
